0
tax
dont
work_NEG
smoke_NEG
anyway_NEG
fact_NEG
smoke_NEG
covid_NEG
lockdown_NEG
carbon_NEG
tax_NEG
dont_NEG
work_NEG
fine_NEG
dont_NEG
stop_NEG
speed_NEG
social_NEG
responsibility_NEG
work_NEG
video_NEG
work_NEG
message_NEG
powerful_NEG
wa
talk
hit
youtube
try
ourplanet
legend
david
attenborough
ode
world
phenomenal
need
live
u
leonadodicaprio
choose_NEG
wrong_NEG
person_NEG
need_NEG
intergenerational_NEG
inspiration_NEG
continue_NEG
message_NEG
dont_NEG
let_NEG
die_NEG
people_NEG
see_NEG
year_NEG
obliteration_NEG
please_NEG
please_NEG
strongly
believe
film
mandatory
watch
high
school
student
everywhere
across
globe
one
solution
preserve
earthlimit
global
population
million
people
problem
solve
forever
sad
important
beautiful
documentary
dont
even_NEG
million_NEG
view_NEG
show_NEG
people_NEG
ignore_NEG
climate_NEG
change_NEG
watch
year
ago
still
tear
eye
watch
use
watch
lot
nat
geo
back
saw
trailer
literally
put
alarm
make
sure
didnt
miss_NEG
documentoryalso_NEG
share_NEG
class_NEG
group_NEG
peops_NEG
didnt_NEG
believe_NEG
climate_NEG
crisis_NEG
manmade_NEG
induce_NEG
fellow
college
geography
student
whats
ur
fav
color
like
pink
amaze
crap
make
mix
truth
fiction
uneducated
poor
world
get
ta
give
oil
problem
make
change
die
model
wrong
use
best
model
wrong
degree
best
look
dont
hate_NEG
messenger_NEG
thank
upload
important
docu
wish
people
take
seriously
faith
people
lolololol
fuck
joke
u
human
fuck
good
riddancebring
real
armageddon
men
woman
suppose
naturally
protect
care
nature
earth
soilwater
saltoil
everyone
want
change
world
would
drastic
change
drastically
environmental
trouble
since
come
two
journalist
pose
consultant
record
exxon
lobbyist
video
say
wa
pay
fund
denialist
scientist
organization
exxon
ha
know
since
fossil
fuel
change
climate
exxons
response
wa
lamest
thing
everhis
view
represent_NEG
exxons_NEG
view_NEG
uhhuh_NEG
story_NEG
make_NEG
headline_NEG
bunch_NEG
fuck_NEG
psychopath_NEG
f
college
professor
make
watch
stupid
fing
thing
f
watch
assignment
well
im
glad
though
feel
kinda
sad
everything
holy
crap
almost
ha
changedgoodbye
everyone
important
film
burp
constant
know
im
cattle_NEG
burb_NEG
excuse_NEG
doesnt_NEG
really_NEG
tell_NEG
exactly_NEG
methane_NEG
gas_NEG
cow_NEG
burbs_NEG
different_NEG
owr_NEG
im_NEG
confuse_NEG
hahaha
haha
liers
anyone
leo
orangutan
question
amaze
leo
fuck
stupid
doesnt
understand_NEG
communist_NEG
march_NEG
china_NEG
organize_NEG
government_NEG
people_NEG
fool
trump
take
u
paris
climate
accord
fortunately
president
biden
u
rejoin
accord
lul
watch
grade
geography
actually
pretty
good
ngl
dont
think_NEG
anyone_NEG
stop_NEG
buy_NEG
doritos_NEG
thank
answer
u
democracy_NEG
corporate_NEG
lobby_NEG
land_NEG
even
worse
thank
corporate
greed
political
corruption
esa
voz
da
un
sueo
leo
speak
jacque
fresco
venus
project
renewable
energy
fuel_NEG
climate
change
denier
example
think
system
vote
majority
decide
course
nation
crime
democracy
disgust
system
cant
see_NEG
people_NEG
see_NEG
ok_NEG
especially_NEG
majority_NEG
people_NEG
always_NEG
stupiddest_NEG
meanest_NEG
change_NEG
system_NEG
debate_NEG
idea_NEG
great_NEG
try_NEG
impose_NEG
society_NEG
go_NEG
debate_NEG
win_NEG
parlament_NEG
decide_NEG
new_NEG
idea_NEG
thats_NEG
thing_NEG
matter_NEG
vote_NEG
matter_NEG
many_NEG
stupid_NEG
people_NEG
always_NEG
happen_NEG
majority_NEG
get_NEG
mad_NEG
gon_NEG
na_NEG
deny_NEG
storm_NEG
senate_NEG
kick_NEG
climate_NEG
change_NEG
denier_NEG
coup_NEG
detat_NEG
